Schlüssel,Straftat,Gemeinde-schlüssel,Stadt-/Landkreis,Kreisart,erfasste Fälle,HZ nach Zensus,Unique Ids
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,12069,Potsdam-Mittelmark,LK,174,"81,6081495586594","Potsdam-Mittelmark, LK"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,12070,Prignitz,LK,20,"25,8856114828573","Prignitz, LK"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,12071,Spree-Neiße,LK,196,"169,761640798226","Spree-Neiße, LK"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,12072,Teltow-Fläming,LK,190,"113,847444424471","Teltow-Fläming, LK"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,12073,Uckermark,LK,66,"54,840505529751","Uckermark, LK"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,13003,Rostock,KfS,98,"47,0229212749929","Rostock, KfS"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,13004,Schwerin,KfS,30,"31,3162207584789","Schwerin, KfS"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,13071,Mecklenburgische Seenplatte,LK,64,"24,5611611288924","Mecklenburgische Seenplatte, LK"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,13072,Landkreis Rostock,LK,80,"37,2725790295152","Landkreis Rostock, LK"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,13073,Vorpommern-Rügen,LK,38,"16,8796613406893","Vorpommern-Rügen, LK"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,13074,Nordwestmecklenburg,LK,27,"17,1982190288739","Nordwestmecklenburg, LK"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,13075,Vorpommern-Greifswald,LK,82,"34,589523592586","Vorpommern-Greifswald, LK"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,13076,Ludwigslust-Parchim,LK,42,"19,7626598658021","Ludwigslust-Parchim, LK"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,14511,Chemnitz,KfS,142,"57,5236474853659","Chemnitz, KfS"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,14521,Erzgebirgskreis,LK,43,"12,6331994605918","Erzgebirgskreis, LK"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,14522,Mittelsachsen,LK,89,"28,8817567896467","Mittelsachsen, LK"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,14523,Vogtlandkreis,LK,69,"30,0543591887936","Vogtlandkreis, LK"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,14524,Zwickau,LK,86,"26,8760078502944","Zwickau, LK"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,14612,Dresden,KfS,445,"80,751698507636","Dresden, KfS"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,14625,Bautzen,LK,170,"56,173463655769","Bautzen, LK"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,14626,Görlitz,LK,411,"160,179588209847","Görlitz, LK"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,14627,Meißen,LK,117,"48,1755070780937","Meißen, LK"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,14628,Sächsische Schweiz-Osterzgebirge,LK,70,"28,5227652413433","Sächsische Schweiz-Osterzgebirge, LK"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,14713,Leipzig,KfS,493,"84,7108148046325","Leipzig, KfS"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,14729,Leipzig,LK,94,"36,4329788223621","Leipzig, LK"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,14730,Nordsachsen,LK,92,"46,5130388181644","Nordsachsen, LK"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,15001,Dessau-Roßlau,KfS,38,"46,2788176979942","Dessau-Roßlau, KfS"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,15002,Halle (Saale),KfS,212,"88,6387677538853","Halle (Saale), KfS"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,15003,Magdeburg,KfS,214,"89,7357408230529","Magdeburg, KfS"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,15081,Altmarkkreis Salzwedel,LK,24,"28,4168274980167","Altmarkkreis Salzwedel, LK"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,15082,Anhalt-Bitterfeld,LK,51,"31,6251612263121","Anhalt-Bitterfeld, LK"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,15083,Börde,LK,76,"44,0275983524409","Börde, LK"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,15084,Burgenlandkreis,LK,47,"25,828717137079","Burgenlandkreis, LK"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,15085,Harz,LK,94,"43,458360880078","Harz, LK"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,15086,Jerichower Land,LK,69,"76,2725916100149","Jerichower Land, LK"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,15087,Mansfeld-Südharz,LK,43,"31,1564852586351","Mansfeld-Südharz, LK"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,15088,Saalekreis,LK,77,"41,5107766288937","Saalekreis, LK"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,15089,Salzlandkreis,LK,81,"42,0257446598768","Salzlandkreis, LK"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,15090,Stendal,LK,42,"37,107062710936","Stendal, LK"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,15091,Wittenberg,LK,39,"30,7534597642235","Wittenberg, LK"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,16051,Erfurt,KfS,153,"71,8350329596034","Erfurt, KfS"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,16052,Gera,KfS,28,"29,5174943864051","Gera, KfS"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,16053,Jena,KfS,52,"46,8051017560914","Jena, KfS"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,16054,Suhl,KfS,3,"8,53096741170449","Suhl, KfS"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,16055,Weimar,KfS,25,"38,8042094806445","Weimar, KfS"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,16056,Eisenach,KfS,11,"25,7550924841957","Eisenach, KfS"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,16061,Eichsfeld,LK,18,"17,8846440459039","Eichsfeld, LK"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,16062,Nordhausen,LK,35,"41,3237777016896","Nordhausen, LK"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,16063,Wartburgkreis,LK,12,"9,69587279014899","Wartburgkreis, LK"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,16064,Unstrut-Hainich-Kreis,LK,38,"36,7135569639821","Unstrut-Hainich-Kreis, LK"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,16065,Kyffhäuserkreis,LK,25,"32,973700176739","Kyffhäuserkreis, LK"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,16066,Schmalkalden-Meiningen,LK,24,"19,5198126097989","Schmalkalden-Meiningen, LK"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,16067,Gotha,LK,42,"30,9915068513367","Gotha, LK"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,16068,Sömmerda,LK,18,"25,7043711711197","Sömmerda, LK"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,16069,Hildburghausen,LK,8,"12,5150571781675","Hildburghausen, LK"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,16070,Ilm-Kreis,LK,32,"29,4036570798493","Ilm-Kreis, LK"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,16071,Weimarer Land,LK,33,"40,1797128976878","Weimarer Land, LK"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,16072,Sonneberg,LK,9,"15,968488848672","Sonneberg, LK"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,16073,Saalfeld-Rudolstadt,LK,20,"18,627524029506","Saalfeld-Rudolstadt, LK"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,16074,Saale-Holzland-Kreis,LK,15,"18,0744668032293","Saale-Holzland-Kreis, LK"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,16075,Saale-Orla-Kreis,LK,12,"14,7237457209114","Saale-Orla-Kreis, LK"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,16076,Greiz,LK,24,"24,1752707126668","Greiz, LK"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,16077,Altenburger Land,LK,26,"28,6817429674573","Altenburger Land, LK"
