,kilometers,model_group,model_name,offer_id,price,text,url,zip_code
783,2004,minis,Renault-Twingo,1448,2.299 €,"Biete hier einen sehr gepflegten Opel Corsa C mit einer tollen Soundanlage von Rockford Fosgate,...",https://www.ebay-kleinanzeigen.de/s-cottbus/anzeige:angebote/seite:2/Opel-Corsa/k0l7743,3046
784,172.986 km,minis,Renault-Twingo,1449,400 € ,Bei fragen oder interesse können sie gerne schreiben.,https://www.ebay-kleinanzeigen.de/s-cottbus/anzeige:angebote/seite:2/Opel-Corsa/k0l7743,3050
785,2000,minis,Renault-Twingo,1450,500 € ,Verkaufe meinen OpelBereifung Allwetter ist neuHat noch TÜVFahrbereit,https://www.ebay-kleinanzeigen.de/s-cottbus/anzeige:angebote/seite:2/Opel-Corsa/k0l7743,3048
786,155.000 km,minis,Renault-Twingo,1451,1.350 € ,Opel Corsa 12 16 V Tüv bis 12/2020 Front- und Seiten-Airbags Euro 4 Automatik allwetter...,https://www.ebay-kleinanzeigen.de/s-cottbus/anzeige:angebote/seite:2/Opel-Corsa/k0l7743,3048
787,1999,minis,Renault-Twingo,1452,2.299 €,Biete hier einen super gepflegt und gewarteten Opel Corsa C an. Dieser Wagen ist ein Liebhaberstück...,https://www.ebay-kleinanzeigen.de/s-cottbus/anzeige:angebote/seite:2/Opel-Corsa/k0l7743,3046
788,83.775 km,minis,Renault-Twingo,1453,7.250 €,"Innenausstattung:Stoff, Schwarz, Becherhalter, Multifunktionslenkra​d, Lederlenkrad, Servolenkung,...",https://www.ebay-kleinanzeigen.de/s-cottbus/anzeige:angebote/seite:2/Opel-Corsa/k0l7743,3051
789,1999,minis,Renault-Twingo,1454,5.700 €,weitere Bilder nach der AufbereitungFahrzeug Historie & InfoDeutsche...,https://www.ebay-kleinanzeigen.de/s-cottbus/anzeige:angebote/seite:2/Opel-Corsa/k0l7743,3042
790,227.000 km,minis,Renault-Twingo,1455,3.990 €,Fahrzeug Historie & Info Deutsche Erstauslieferung.Kundendienst Gepflegt Service bei...,https://www.ebay-kleinanzeigen.de/s-cottbus/anzeige:angebote/seite:2/Opel-Corsa/k0l7743,3042
791,2004,minis,Renault-Twingo,1456,30 € ,Verkaufe Zündspule für Opel Corsa D 44kW Baujahr 07/06 bis 12/10. Bei eventuellen...,https://www.ebay-kleinanzeigen.de/s-cottbus/anzeige:angebote/seite:2/Opel-Corsa/k0l7743,3046
792,2013,minis,Renault-Twingo,1458,90 € ,"Opel Corsa InovationUSB,ESP,ABS,Sportlen​krad Leder...",https://www.ebay-kleinanzeigen.de/s-cottbus/anzeige:angebote/seite:2/Opel-Corsa/k0l7743,3042
793,75.000 km,minis,Renault-Twingo,1459, ,Biete gebrauchte Sportsitze passend für verschiedene Opelmodelle an.Die Sitze sind gebraucht aber...,https://www.ebay-kleinanzeigen.de/s-cottbus/anzeige:angebote/seite:2/Opel-Corsa/k0l7743,3044
794,2011,minis,Renault-Twingo,1460,449 € ,"Hallo ich habe noch Rücklichter,Heckklap​pe,Fahrertür(3türer)​Getriebe(120TKm)...",https://www.ebay-kleinanzeigen.de/s-cottbus/anzeige:angebote/seite:2/Opel-Corsa/k0l7743,3044
795,116.000 km,minis,Renault-Twingo,1461,45 € ,Hallo ich verkaufe hier eine komplette Front für einen Opel Corsa C in grau metallic....,https://www.ebay-kleinanzeigen.de/s-cottbus/anzeige:angebote/seite:2/Opel-Corsa/k0l7743,3046
796,2009,minis,Renault-Twingo,1462,99 € ,Hallo zum Verkauf stehen hier ein Satz 4 Stück Orginal Opel Corsa B KappenStandort 03044Versand...,https://www.ebay-kleinanzeigen.de/s-cottbus/anzeige:angebote/seite:2/Opel-Corsa/k0l7743,3044
797,66.000 km,minis,Renault-Twingo,1464,33 € ,MOMO L6605 Lenkradnabe + Hupenring + 6 ImbusschraubenDie Lenkradnabe befindet sich in einem...,https://www.ebay-kleinanzeigen.de/s-cottbus/anzeige:angebote/seite:3/Opel-Corsa/k0l7743,3048
798,2009,minis,Renault-Twingo,1465,149 €,Opel Corsa E Stoßstange hinten 4xPDC m.Diffusor blaumetallic GM 39002839 Artikel 02698-19 Preis...,https://www.ebay-kleinanzeigen.de/s-cottbus/anzeige:angebote/seite:3/Opel-Corsa/k0l7743,3042
799,227.000 km,minis,Renault-Twingo,1466,4.590 € ,"Guter Zustand, Checkheft, Unfallfrei, Sommer und Winterräder, el. Fernsterhebel, funk ZV, USB, MP3,...",https://www.ebay-kleinanzeigen.de/s-cottbus/anzeige:angebote/seite:3/Opel-Corsa/k0l7743,3044
800,2004,minis,Renault-Twingo,1467,2.299 €,"Biete hier einen sehr gepflegten Opel Corsa C mit einer tollen Soundanlage von Rockford Fosgate,...",https://www.ebay-kleinanzeigen.de/s-cottbus/anzeige:angebote/seite:3/Opel-Corsa/k0l7743,3046
801,172.986 km,minis,Renault-Twingo,1468,400 € ,Bei fragen oder interesse können sie gerne schreiben.,https://www.ebay-kleinanzeigen.de/s-cottbus/anzeige:angebote/seite:3/Opel-Corsa/k0l7743,3050
802,2000,minis,Renault-Twingo,1469,500 € ,Verkaufe meinen OpelBereifung Allwetter ist neuHat noch TÜVFahrbereit,https://www.ebay-kleinanzeigen.de/s-cottbus/anzeige:angebote/seite:3/Opel-Corsa/k0l7743,3048
803,155.000 km,minis,Renault-Twingo,1470,1.350 € ,Opel Corsa 12 16 V Tüv bis 12/2020 Front- und Seiten-Airbags Euro 4 Automatik allwetter...,https://www.ebay-kleinanzeigen.de/s-cottbus/anzeige:angebote/seite:3/Opel-Corsa/k0l7743,3048
804,1999,minis,Renault-Twingo,1471,2.299 €,Biete hier einen super gepflegt und gewarteten Opel Corsa C an. Dieser Wagen ist ein Liebhaberstück...,https://www.ebay-kleinanzeigen.de/s-cottbus/anzeige:angebote/seite:3/Opel-Corsa/k0l7743,3046
805,83.775 km,minis,Renault-Twingo,1472,7.250 €,"Innenausstattung:Stoff, Schwarz, Becherhalter, Multifunktionslenkra​d, Lederlenkrad, Servolenkung,...",https://www.ebay-kleinanzeigen.de/s-cottbus/anzeige:angebote/seite:3/Opel-Corsa/k0l7743,3051
806,1999,minis,Renault-Twingo,1473,5.700 €,weitere Bilder nach der AufbereitungFahrzeug Historie & InfoDeutsche...,https://www.ebay-kleinanzeigen.de/s-cottbus/anzeige:angebote/seite:3/Opel-Corsa/k0l7743,3042
807,227.000 km,minis,Renault-Twingo,1474,3.990 €,Fahrzeug Historie & Info Deutsche Erstauslieferung.Kundendienst Gepflegt Service bei...,https://www.ebay-kleinanzeigen.de/s-cottbus/anzeige:angebote/seite:3/Opel-Corsa/k0l7743,3042
808,2004,minis,Renault-Twingo,1475,30 € ,Verkaufe Zündspule für Opel Corsa D 44kW Baujahr 07/06 bis 12/10. Bei eventuellen...,https://www.ebay-kleinanzeigen.de/s-cottbus/anzeige:angebote/seite:3/Opel-Corsa/k0l7743,3046
809,2013,minis,Renault-Twingo,1477,90 € ,"Opel Corsa InovationUSB,ESP,ABS,Sportlen​krad Leder...",https://www.ebay-kleinanzeigen.de/s-cottbus/anzeige:angebote/seite:3/Opel-Corsa/k0l7743,3042
810,75.000 km,minis,Renault-Twingo,1478, ,Biete gebrauchte Sportsitze passend für verschiedene Opelmodelle an.Die Sitze sind gebraucht aber...,https://www.ebay-kleinanzeigen.de/s-cottbus/anzeige:angebote/seite:3/Opel-Corsa/k0l7743,3044
811,2011,minis,Renault-Twingo,1479,449 € ,"Hallo ich habe noch Rücklichter,Heckklap​pe,Fahrertür(3türer)​Getriebe(120TKm)...",https://www.ebay-kleinanzeigen.de/s-cottbus/anzeige:angebote/seite:3/Opel-Corsa/k0l7743,3044
812,116.000 km,minis,Renault-Twingo,1480,45 € ,Hallo ich verkaufe hier eine komplette Front für einen Opel Corsa C in grau metallic....,https://www.ebay-kleinanzeigen.de/s-cottbus/anzeige:angebote/seite:3/Opel-Corsa/k0l7743,3046
813,2009,minis,Fiat-500,1481,99 € ,Hallo zum Verkauf stehen hier ein Satz 4 Stück Orginal Opel Corsa B KappenStandort 03044Versand...,https://www.ebay-kleinanzeigen.de/s-cottbus/anzeige:angebote/seite:3/Opel-Corsa/k0l7743,3044
814,66.000 km,minis,Fiat-500,1483,33 € ,MOMO L6605 Lenkradnabe + Hupenring + 6 ImbusschraubenDie Lenkradnabe befindet sich in einem...,https://www.ebay-kleinanzeigen.de/s-cottbus/anzeige:angebote/seite:4/Opel-Corsa/k0l7743,3048
815,2009,minis,Fiat-500,1484,149 €,Opel Corsa E Stoßstange hinten 4xPDC m.Diffusor blaumetallic GM 39002839 Artikel 02698-19 Preis...,https://www.ebay-kleinanzeigen.de/s-cottbus/anzeige:angebote/seite:4/Opel-Corsa/k0l7743,3042
816,227.000 km,minis,Fiat-500,1485,4.590 € ,"Guter Zustand, Checkheft, Unfallfrei, Sommer und Winterräder, el. Fernsterhebel, funk ZV, USB, MP3,...",https://www.ebay-kleinanzeigen.de/s-cottbus/anzeige:angebote/seite:4/Opel-Corsa/k0l7743,3044
817,2004,minis,Fiat-500,1486,2.299 €,"Biete hier einen sehr gepflegten Opel Corsa C mit einer tollen Soundanlage von Rockford Fosgate,...",https://www.ebay-kleinanzeigen.de/s-cottbus/anzeige:angebote/seite:4/Opel-Corsa/k0l7743,3046
818,172.986 km,minis,Fiat-500,1487,400 € ,Bei fragen oder interesse können sie gerne schreiben.,https://www.ebay-kleinanzeigen.de/s-cottbus/anzeige:angebote/seite:4/Opel-Corsa/k0l7743,3050
819,2000,minis,Fiat-500,1488,500 € ,Verkaufe meinen OpelBereifung Allwetter ist neuHat noch TÜVFahrbereit,https://www.ebay-kleinanzeigen.de/s-cottbus/anzeige:angebote/seite:4/Opel-Corsa/k0l7743,3048
820,155.000 km,minis,Fiat-500,1489,1.350 € ,Opel Corsa 12 16 V Tüv bis 12/2020 Front- und Seiten-Airbags Euro 4 Automatik allwetter...,https://www.ebay-kleinanzeigen.de/s-cottbus/anzeige:angebote/seite:4/Opel-Corsa/k0l7743,3048
821,1999,minis,Fiat-500,1490,2.299 €,Biete hier einen super gepflegt und gewarteten Opel Corsa C an. Dieser Wagen ist ein Liebhaberstück...,https://www.ebay-kleinanzeigen.de/s-cottbus/anzeige:angebote/seite:4/Opel-Corsa/k0l7743,3046
822,83.775 km,minis,Fiat-500,1491,7.250 €,"Innenausstattung:Stoff, Schwarz, Becherhalter, Multifunktionslenkra​d, Lederlenkrad, Servolenkung,...",https://www.ebay-kleinanzeigen.de/s-cottbus/anzeige:angebote/seite:4/Opel-Corsa/k0l7743,3051
823,1999,minis,Fiat-500,1492,5.700 €,weitere Bilder nach der AufbereitungFahrzeug Historie & InfoDeutsche...,https://www.ebay-kleinanzeigen.de/s-cottbus/anzeige:angebote/seite:4/Opel-Corsa/k0l7743,3042
824,227.000 km,minis,Fiat-500,1493,3.990 €,Fahrzeug Historie & Info Deutsche Erstauslieferung.Kundendienst Gepflegt Service bei...,https://www.ebay-kleinanzeigen.de/s-cottbus/anzeige:angebote/seite:4/Opel-Corsa/k0l7743,3042
825,2004,minis,Fiat-500,1494,30 € ,Verkaufe Zündspule für Opel Corsa D 44kW Baujahr 07/06 bis 12/10. Bei eventuellen...,https://www.ebay-kleinanzeigen.de/s-cottbus/anzeige:angebote/seite:4/Opel-Corsa/k0l7743,3046
826,2013,minis,Fiat-500,1496,90 € ,"Opel Corsa InovationUSB,ESP,ABS,Sportlen​krad Leder...",https://www.ebay-kleinanzeigen.de/s-cottbus/anzeige:angebote/seite:4/Opel-Corsa/k0l7743,3042
827,75.000 km,minis,Fiat-500,1497, ,Biete gebrauchte Sportsitze passend für verschiedene Opelmodelle an.Die Sitze sind gebraucht aber...,https://www.ebay-kleinanzeigen.de/s-cottbus/anzeige:angebote/seite:4/Opel-Corsa/k0l7743,3044
828,2011,minis,Fiat-500,1498,449 € ,"Hallo ich habe noch Rücklichter,Heckklap​pe,Fahrertür(3türer)​Getriebe(120TKm)...",https://www.ebay-kleinanzeigen.de/s-cottbus/anzeige:angebote/seite:4/Opel-Corsa/k0l7743,3044
829,116.000 km,minis,Fiat-500,1499,45 € ,Hallo ich verkaufe hier eine komplette Front für einen Opel Corsa C in grau metallic....,https://www.ebay-kleinanzeigen.de/s-cottbus/anzeige:angebote/seite:4/Opel-Corsa/k0l7743,3046
830,2009,minis,Fiat-500,1500,99 € ,Hallo zum Verkauf stehen hier ein Satz 4 Stück Orginal Opel Corsa B KappenStandort 03044Versand...,https://www.ebay-kleinanzeigen.de/s-cottbus/anzeige:angebote/seite:4/Opel-Corsa/k0l7743,3044
831,66.000 km,minis,Fiat-500,1502,33 € ,MOMO L6605 Lenkradnabe + Hupenring + 6 ImbusschraubenDie Lenkradnabe befindet sich in einem...,https://www.ebay-kleinanzeigen.de/s-cottbus/anzeige:angebote/seite:5/Opel-Corsa/k0l7743,3048
832,2009,minis,Fiat-500,1503,149 €,Opel Corsa E Stoßstange hinten 4xPDC m.Diffusor blaumetallic GM 39002839 Artikel 02698-19 Preis...,https://www.ebay-kleinanzeigen.de/s-cottbus/anzeige:angebote/seite:5/Opel-Corsa/k0l7743,3042
833,227.000 km,minis,Fiat-500,1504,4.590 € ,"Guter Zustand, Checkheft, Unfallfrei, Sommer und Winterräder, el. Fernsterhebel, funk ZV, USB, MP3,...",https://www.ebay-kleinanzeigen.de/s-cottbus/anzeige:angebote/seite:5/Opel-Corsa/k0l7743,3044
834,2004,minis,Fiat-500,1505,2.299 €,"Biete hier einen sehr gepflegten Opel Corsa C mit einer tollen Soundanlage von Rockford Fosgate,...",https://www.ebay-kleinanzeigen.de/s-cottbus/anzeige:angebote/seite:5/Opel-Corsa/k0l7743,3046
835,172.986 km,minis,Fiat-500,1506,400 € ,Bei fragen oder interesse können sie gerne schreiben.,https://www.ebay-kleinanzeigen.de/s-cottbus/anzeige:angebote/seite:5/Opel-Corsa/k0l7743,3050
836,2000,minis,Fiat-500,1507,500 € ,Verkaufe meinen OpelBereifung Allwetter ist neuHat noch TÜVFahrbereit,https://www.ebay-kleinanzeigen.de/s-cottbus/anzeige:angebote/seite:5/Opel-Corsa/k0l7743,3048
837,155.000 km,minis,Fiat-500,1508,1.350 € ,Opel Corsa 12 16 V Tüv bis 12/2020 Front- und Seiten-Airbags Euro 4 Automatik allwetter...,https://www.ebay-kleinanzeigen.de/s-cottbus/anzeige:angebote/seite:5/Opel-Corsa/k0l7743,3048
838,1999,minis,Fiat-500,1509,2.299 €,Biete hier einen super gepflegt und gewarteten Opel Corsa C an. Dieser Wagen ist ein Liebhaberstück...,https://www.ebay-kleinanzeigen.de/s-cottbus/anzeige:angebote/seite:5/Opel-Corsa/k0l7743,3046
839,83.775 km,minis,Fiat-500,1510,7.250 €,"Innenausstattung:Stoff, Schwarz, Becherhalter, Multifunktionslenkra​d, Lederlenkrad, Servolenkung,...",https://www.ebay-kleinanzeigen.de/s-cottbus/anzeige:angebote/seite:5/Opel-Corsa/k0l7743,3051
840,1999,minis,Fiat-500,1511,5.700 €,weitere Bilder nach der AufbereitungFahrzeug Historie & InfoDeutsche...,https://www.ebay-kleinanzeigen.de/s-cottbus/anzeige:angebote/seite:5/Opel-Corsa/k0l7743,3042
841,227.000 km,minis,Fiat-500,1512,3.990 €,Fahrzeug Historie & Info Deutsche Erstauslieferung.Kundendienst Gepflegt Service bei...,https://www.ebay-kleinanzeigen.de/s-cottbus/anzeige:angebote/seite:5/Opel-Corsa/k0l7743,3042
842,2004,minis,Fiat-500,1513,30 € ,Verkaufe Zündspule für Opel Corsa D 44kW Baujahr 07/06 bis 12/10. Bei eventuellen...,https://www.ebay-kleinanzeigen.de/s-cottbus/anzeige:angebote/seite:5/Opel-Corsa/k0l7743,3046
843,2013,minis,Fiat-500,1515,90 € ,"Opel Corsa InovationUSB,ESP,ABS,Sportlen​krad Leder...",https://www.ebay-kleinanzeigen.de/s-cottbus/anzeige:angebote/seite:5/Opel-Corsa/k0l7743,3042
844,75.000 km,minis,Fiat-500,1516, ,Biete gebrauchte Sportsitze passend für verschiedene Opelmodelle an.Die Sitze sind gebraucht aber...,https://www.ebay-kleinanzeigen.de/s-cottbus/anzeige:angebote/seite:5/Opel-Corsa/k0l7743,3044
845,2011,minis,Fiat-500,1517,449 € ,"Hallo ich habe noch Rücklichter,Heckklap​pe,Fahrertür(3türer)​Getriebe(120TKm)...",https://www.ebay-kleinanzeigen.de/s-cottbus/anzeige:angebote/seite:5/Opel-Corsa/k0l7743,3044
846,116.000 km,minis,Fiat-500,1518,45 € ,Hallo ich verkaufe hier eine komplette Front für einen Opel Corsa C in grau metallic....,https://www.ebay-kleinanzeigen.de/s-cottbus/anzeige:angebote/seite:5/Opel-Corsa/k0l7743,3046
847,2009,minis,Fiat-500,1519,99 € ,Hallo zum Verkauf stehen hier ein Satz 4 Stück Orginal Opel Corsa B KappenStandort 03044Versand...,https://www.ebay-kleinanzeigen.de/s-cottbus/anzeige:angebote/seite:5/Opel-Corsa/k0l7743,3044
848,58.204 km,minis,Hyundai-i10,1521,2.300 €,Das Auto ist aus 1 Hand in gutem technischen und optischen Zustand. Original 58204 Km - Serviceheft...,https://www.ebay-kleinanzeigen.de/s-stuttgart/anzeige:angebote/seite:1/Ford-Fiesta/k0l9280,70567
849,2002,minis,Hyundai-i10,1522,450 €,• Motor und Getriebe einwandfrei• 2 Schlüssel• klima• elektrische FensterBastler export,https://www.ebay-kleinanzeigen.de/s-stuttgart/anzeige:angebote/seite:1/Ford-Fiesta/k0l9280,70563
850,90.000 km,minis,Hyundai-i10,1523,1.850 €,"Verkaufe hier mit meinen Ford fiesta er ist technisch in einen sehr guten Zustand, optisch hat er...",https://www.ebay-kleinanzeigen.de/s-stuttgart/anzeige:angebote/seite:1/Ford-Fiesta/k0l9280,70188
851,2001,minis,Hyundai-i10,1524,50 €,HalloNachdem mein Sohn seinen Fiesta seit 4 Monaten abgemeldet auf unseren Hof abgestellt hat und...,https://www.ebay-kleinanzeigen.de/s-stuttgart/anzeige:angebote/seite:1/Ford-Fiesta/k0l9280,70499
852,90.000 km,minis,Hyundai-i10,1525,750 € ,Das auto ist laut Tacho und vorverkaufer original 70000 km.Der tuf wird beim Kauf vertrag gemacht,https://www.ebay-kleinanzeigen.de/s-stuttgart/anzeige:angebote/seite:1/Ford-Fiesta/k0l9280,70327
853,2002,minis,Hyundai-i10,1526,3.500 €,KleinwagenGebrauchtfahrzeugUnfallfreiHubraum: 1242 cm³Anzahl der Türen: 4/5...,https://www.ebay-kleinanzeigen.de/s-stuttgart/anzeige:angebote/seite:1/Ford-Fiesta/k0l9280,70374
854,140.000 km,minis,Hyundai-i10,1527,3.499 € ,"Ford Fieta Baujahr 2010, Unfallfrei, aus erster Hand, Scheckheftgepflegt nur in der...",https://www.ebay-kleinanzeigen.de/s-stuttgart/anzeige:angebote/seite:1/Ford-Fiesta/k0l9280,70327
855,2002,minis,Hyundai-i10,1528,4.250 €,"Weitere Ausstattung:Airbag Beifahrerseite abschaltbar, Antischlupfregelung (ASR) + ABS,...",https://www.ebay-kleinanzeigen.de/s-stuttgart/anzeige:angebote/seite:1/Ford-Fiesta/k0l9280,70376
856,70.000 km,minis,Hyundai-i10,1529,950 €,"Angeboten wird ein Fiesta 1,4 mit 59kw als Benziner 5türig mit Klima (kühlt sehr gut)8 fach...",https://www.ebay-kleinanzeigen.de/s-stuttgart/anzeige:angebote/seite:1/Ford-Fiesta/k0l9280,70188
857,1999,minis,Hyundai-i10,1530,2.900 €,"Verkauf im Kundenauftrag!Für sein alter im Gepflegten Zustand.Ford Fiesta Baujahr 2006, 86.636...",https://www.ebay-kleinanzeigen.de/s-stuttgart/anzeige:angebote/seite:1/Ford-Fiesta/k0l9280,70563
858,122.000 km,minis,Hyundai-i10,1531,1.600 €,"Ein Ford Fiesta Fun 1.3 aus seriösem Vorbesitz - in Blau aus 2. Hand, inkl. Allianz Gutachten.Auf...",https://www.ebay-kleinanzeigen.de/s-stuttgart/anzeige:angebote/seite:1/Ford-Fiesta/k0l9280,70173
859,2009,minis,Hyundai-i10,1532,7.499 €,Das Auto hat wenig Kilometer und ist sehr gepflegt. Es ist sehr sparsam und alle Inspektionen...,https://www.ebay-kleinanzeigen.de/s-stuttgart/anzeige:angebote/seite:1/Ford-Fiesta/k0l9280,70435
860,2010,minis,Hyundai-i10,1534,1.900 €,"Er wurde wenig gefahren ( Mutter), aber immer wieder gerichtet, ohne optischen Anspruch.Das ist...",https://www.ebay-kleinanzeigen.de/s-stuttgart/anzeige:angebote/seite:1/Ford-Fiesta/k0l9280,70199
861,17.000 km,minis,Hyundai-i10,1535,3.950 €,"Hallo liebe Interessenten,zum Verkauf steht ein solider Ford Fiesta IV.Er hat mir immer treue...",https://www.ebay-kleinanzeigen.de/s-stuttgart/anzeige:angebote/seite:1/Ford-Fiesta/k0l9280,70437
862,2017,minis,Hyundai-i10,1536,6.900 € ,In sehr guten ZustandKleinwagenGebrauchtfahrzeugHubraum: 1242 cm³Anzahl der Türen:...,https://www.ebay-kleinanzeigen.de/s-stuttgart/anzeige:angebote/seite:1/Ford-Fiesta/k0l9280,70178
863,156.500 km,minis,Hyundai-i10,1537,60 €,"Privat, keine Garantie",https://www.ebay-kleinanzeigen.de/s-stuttgart/anzeige:angebote/seite:1/Ford-Fiesta/k0l9280,70499
864,2002,minis,Hyundai-i10,1538,750 € ,"Verkaufe einen Satz Domlager von der Firma Meyle mit Wälzlager, für Ford Fiesta Bj 2006. Sind...",https://www.ebay-kleinanzeigen.de/s-stuttgart/anzeige:angebote/seite:1/Ford-Fiesta/k0l9280,70327
865,216.500 km,minis,Hyundai-i10,1540,380 €,Hat ein paar Macken aber er läuft!,https://www.ebay-kleinanzeigen.de/s-stuttgart/anzeige:angebote/seite:2/Ford-Fiesta/k0l9280,70469
866,2000,minis,Hyundai-i10,1541,60 € ,Biete hier meine kaum genutzte K&N Luftfiltermatte an.Ist für jeden 1l Ecoboost Motor...,https://www.ebay-kleinanzeigen.de/s-stuttgart/anzeige:angebote/seite:2/Ford-Fiesta/k0l9280,70569
867,178.000 km,minis,Hyundai-i10,1542,3.990 € ,"Hallo,Biete hier mein geliebten Ford Fiesta St 150.Auto ist in einer top Verfassung.Es ist ein...",https://www.ebay-kleinanzeigen.de/s-stuttgart/anzeige:angebote/seite:2/Ford-Fiesta/k0l9280,70199
868,2005,minis,Hyundai-i10,1543, Zu verschenken,Vom Fiesta Bj 2005 . Zu verschenken.,https://www.ebay-kleinanzeigen.de/s-stuttgart/anzeige:angebote/seite:2/Ford-Fiesta/k0l9280,70599
869,87.000 km,minis,Hyundai-i10,1544,6.079 €,Fahrzeug wurde nahezu ausschließlich nur auf Mittel- bis Langstrecken bewegt. Zur Arbeit gelange...,https://www.ebay-kleinanzeigen.de/s-stuttgart/anzeige:angebote/seite:2/Ford-Fiesta/k0l9280,70184
870,2011,minis,Hyundai-i10,1545,7.899 €,Zum Verkauf kommt der Ford Fiesta Titanium meiner Frau. Der Wagen wird aufgrund Jobwechsel nicht...,https://www.ebay-kleinanzeigen.de/s-stuttgart/anzeige:angebote/seite:2/Ford-Fiesta/k0l9280,70190
871,35.900 km,minis,Hyundai-i10,1546,1.299 €,"8 Fach bereift auf Stahlfelgen zwei neue Wintrerräder (Sommerreifen 4,5-5mm)Neue Kupplung sowie...",https://www.ebay-kleinanzeigen.de/s-stuttgart/anzeige:angebote/seite:2/Ford-Fiesta/k0l9280,70439
872,2013,minis,Hyundai-i10,1547,8.199 € ,Zum Verkauf kommt der Ford Fiesta Titanium meiner Frau. Der Wagen wird aufgrund Jobwechsel nicht...,https://www.ebay-kleinanzeigen.de/s-stuttgart/anzeige:angebote/seite:2/Ford-Fiesta/k0l9280,70178
873,125.000 km,minis,Hyundai-i10,1548,3 €,Ich verkaufe:VW New Beetle von BuragoMaßstab 1:24.Farbe gelb.Baujahr 1998.Hat nur in der...,https://www.ebay-kleinanzeigen.de/s-stuttgart/anzeige:angebote/seite:2/Ford-Fiesta/k0l9280,70469
874,2004,minis,Hyundai-i10,1549,30 €,Ist alles Neu,https://www.ebay-kleinanzeigen.de/s-stuttgart/anzeige:angebote/seite:2/Ford-Fiesta/k0l9280,70437
875,35.900 km,minis,Hyundai-i10,1550,4.390 €,*    2.  H A...,https://www.ebay-kleinanzeigen.de/s-stuttgart/anzeige:angebote/seite:2/Ford-Fiesta/k0l9280,70329
876,2013,minis,Hyundai-i10,1551,20 € ,"Einwandfreier Zustand, voll funktionsfähig.Radio Code ist natürlich vorhanden!",https://www.ebay-kleinanzeigen.de/s-stuttgart/anzeige:angebote/seite:2/Ford-Fiesta/k0l9280,70188
877,2009,minis,Hyundai-i10,1553,13 €,Verkaufe eine original Ford Wasserpumpe für Fiesta oder EscortEt: EPW 985 5005197Fiesta...,https://www.ebay-kleinanzeigen.de/s-stuttgart/anzeige:angebote/seite:2/Ford-Fiesta/k0l9280,70192
878,216.500 km,minis,Hyundai-i10,1559,380 €,Hat ein paar Macken aber er läuft!,https://www.ebay-kleinanzeigen.de/s-stuttgart/anzeige:angebote/seite:3/Ford-Fiesta/k0l9280,70469
879,2000,minis,Hyundai-i10,1560,60 € ,Biete hier meine kaum genutzte K&N Luftfiltermatte an.Ist für jeden 1l Ecoboost Motor...,https://www.ebay-kleinanzeigen.de/s-stuttgart/anzeige:angebote/seite:3/Ford-Fiesta/k0l9280,70569
880,178.000 km,minis,Ford-Ka,1561,3.990 € ,"Hallo,Biete hier mein geliebten Ford Fiesta St 150.Auto ist in einer top Verfassung.Es ist ein...",https://www.ebay-kleinanzeigen.de/s-stuttgart/anzeige:angebote/seite:3/Ford-Fiesta/k0l9280,70199
881,2005,minis,Ford-Ka,1562, Zu verschenken,Vom Fiesta Bj 2005 . Zu verschenken.,https://www.ebay-kleinanzeigen.de/s-stuttgart/anzeige:angebote/seite:3/Ford-Fiesta/k0l9280,70599
882,87.000 km,minis,Ford-Ka,1563,6.079 €,Fahrzeug wurde nahezu ausschließlich nur auf Mittel- bis Langstrecken bewegt. Zur Arbeit gelange...,https://www.ebay-kleinanzeigen.de/s-stuttgart/anzeige:angebote/seite:3/Ford-Fiesta/k0l9280,70184
883,2011,minis,Ford-Ka,1564,7.899 €,Zum Verkauf kommt der Ford Fiesta Titanium meiner Frau. Der Wagen wird aufgrund Jobwechsel nicht...,https://www.ebay-kleinanzeigen.de/s-stuttgart/anzeige:angebote/seite:3/Ford-Fiesta/k0l9280,70190
884,35.900 km,minis,Ford-Ka,1565,1.299 €,"8 Fach bereift auf Stahlfelgen zwei neue Wintrerräder (Sommerreifen 4,5-5mm)Neue Kupplung sowie...",https://www.ebay-kleinanzeigen.de/s-stuttgart/anzeige:angebote/seite:3/Ford-Fiesta/k0l9280,70439
885,2013,minis,Ford-Ka,1566,8.199 € ,Zum Verkauf kommt der Ford Fiesta Titanium meiner Frau. Der Wagen wird aufgrund Jobwechsel nicht...,https://www.ebay-kleinanzeigen.de/s-stuttgart/anzeige:angebote/seite:3/Ford-Fiesta/k0l9280,70178
886,125.000 km,minis,Ford-Ka,1567,3 €,Ich verkaufe:VW New Beetle von BuragoMaßstab 1:24.Farbe gelb.Baujahr 1998.Hat nur in der...,https://www.ebay-kleinanzeigen.de/s-stuttgart/anzeige:angebote/seite:3/Ford-Fiesta/k0l9280,70469
887,2004,minis,Ford-Ka,1568,30 €,Ist alles Neu,https://www.ebay-kleinanzeigen.de/s-stuttgart/anzeige:angebote/seite:3/Ford-Fiesta/k0l9280,70437
888,35.900 km,minis,Ford-Ka,1569,4.390 €,*    2.  H A...,https://www.ebay-kleinanzeigen.de/s-stuttgart/anzeige:angebote/seite:3/Ford-Fiesta/k0l9280,70329
