,kilometers,model_group,model_name,offer_id,price,text,url,zip_code
316,2001,Sportwagen,Porsche-911,781,2.000 €,Hiermit biete ich als 3. Besitzer meinen zuverlässigen Opel Corsa 1.2L aufgrund von größeren...,https://www.ebay-kleinanzeigen.de/s-stuttgart/anzeige:angebote/seite:2/Opel-Corsa/k0l9280,70180
317,158.200 km,Sportwagen,Porsche-911,782,999 €,"Ich verkaufe meinen geliebten Opel Corsa, ds ich mir einen größeren hole. Er ist sofort fahrbereit,...",https://www.ebay-kleinanzeigen.de/s-stuttgart/anzeige:angebote/seite:2/Opel-Corsa/k0l9280,70186
318,2006,Sportwagen,Porsche-911,783,20 €,Wurde aus Opel Combo ausgebaut. Funktionsfähig aber gebraucht. Am liebsten Abholung. Versand auf...,https://www.ebay-kleinanzeigen.de/s-stuttgart/anzeige:angebote/seite:2/Opel-Corsa/k0l9280,70195
319,211.000 km,Sportwagen,Porsche-911,784,1.450 € ,Ich wrkaufn meine Opel corsa bj 2003 benzina jetzt neu TÜV gemacht ist top Zustand,https://www.ebay-kleinanzeigen.de/s-stuttgart/anzeige:angebote/seite:2/Opel-Corsa/k0l9280,70599
320,2002,Sportwagen,Porsche-911,785,1.100 €,"hier biete meinen liebes Corsa. ich Verkauf wegen größere Fahrzeug braucht,Fahrzeug ist voll...",https://www.ebay-kleinanzeigen.de/s-stuttgart/anzeige:angebote/seite:2/Opel-Corsa/k0l9280,70186
321,169.000 km,Sportwagen,Porsche-911,786,1.580 €,Wegen Neuanschaffung wird das Fahrzeug verkauft. sehr zuverlässiges AutoDer TÜV wurde frisch...,https://www.ebay-kleinanzeigen.de/s-stuttgart/anzeige:angebote/seite:2/Opel-Corsa/k0l9280,70374
322,2003,Sportwagen,Porsche-911,787,7.690 €,Sehr gepflegtes Fahrzeug aus erster Hand von Rentnerin (1. war Händler) mit nachweislich sehr wenig...,https://www.ebay-kleinanzeigen.de/s-stuttgart/anzeige:angebote/seite:2/Opel-Corsa/k0l9280,70499
323,212.000 km,Sportwagen,Porsche-911,788,1 € ,Ersatzteile Opel Corsa C.Bj 2001Benziner 1.0L 58ps106 000 km gefahren.El....,https://www.ebay-kleinanzeigen.de/s-stuttgart/anzeige:angebote/seite:2/Opel-Corsa/k0l9280,70437
324,2002,Sportwagen,Porsche-911,789,1.580 € ,Wegen Neuanschaffung wird das Fahrzeug verkauft und wurde frisch durch den Tüv alles Alles nötige...,https://www.ebay-kleinanzeigen.de/s-stuttgart/anzeige:angebote/seite:2/Opel-Corsa/k0l9280,70374
325,91.000 km,Sportwagen,Porsche-911,799, ,"Hallo, biete meinen Corsa an Bastler oder zum Ausschlachten an.Nur Abholung Ende JuliPreis ist...",https://www.ebay-kleinanzeigen.de/s-stuttgart/anzeige:angebote/seite:3/Opel-Corsa/k0l9280,70327
326,2003,Sportwagen,Porsche-911,800,50 € ,Zum Verkauf steht ein linker und ein rechter elektrischer Fensterheber mit Motor für einen Opel...,https://www.ebay-kleinanzeigen.de/s-stuttgart/anzeige:angebote/seite:3/Opel-Corsa/k0l9280,70569
327,164.000 km,Sportwagen,Audi-TT,801,40 €,Zum Verkauf steht eine gebrauchte Bosch Lichtmaschine von einem Opel Astra G70AOriginal-Nr.:...,https://www.ebay-kleinanzeigen.de/s-stuttgart/anzeige:angebote/seite:3/Opel-Corsa/k0l9280,70569
328,2000,Sportwagen,Audi-TT,802,2.099 €,"Das Auto ist technisch in einem Top Zustand. Öl wurde neu gewechselt mit Filter, Luftfilter neu,...",https://www.ebay-kleinanzeigen.de/s-stuttgart/anzeige:angebote/seite:3/Opel-Corsa/k0l9280,70469
329,37.850 km,Sportwagen,Audi-TT,803,550 €,Opel Corsa-c kein tüv,https://www.ebay-kleinanzeigen.de/s-stuttgart/anzeige:angebote/seite:3/Opel-Corsa/k0l9280,70178
330,2013,Sportwagen,Audi-TT,804,100 € ,Automatikgetriebe gebraucht Opel Corsa B 1.4 i EZ 19961389 ccm 44 kwSie können das Getriebe...,https://www.ebay-kleinanzeigen.de/s-stuttgart/anzeige:angebote/seite:3/Opel-Corsa/k0l9280,70569
331,94.120 km,Sportwagen,Audi-TT,805,8.100 € ,Ausstattung:•	Raucherausstattung•	Radio-Touch & Connect Europa Navi•	USB...,https://www.ebay-kleinanzeigen.de/s-stuttgart/anzeige:angebote/seite:3/Opel-Corsa/k0l9280,70376
332,1999,Sportwagen,Audi-TT,806,1.100 € ,Leichte Hagelschaden sonst alles super..Auto ist abgemeldet ...2Hand//​/Reifen...,https://www.ebay-kleinanzeigen.de/s-stuttgart/anzeige:angebote/seite:3/Opel-Corsa/k0l9280,70469
333,165.000 km,Sportwagen,Audi-TT,807,40 €,Zum Verkauf steht ein gebrauchtes Opel Corsa B 1.2 i 16V 5-Gang Schaltgetriebe1199 CCM 48 KW EZ...,https://www.ebay-kleinanzeigen.de/s-stuttgart/anzeige:angebote/seite:3/Opel-Corsa/k0l9280,70569
334,2004,Sportwagen,Audi-TT,808,1.590 €,*    5 - T Ü R E R*    8 - F A C H   B E R E I F ...,https://www.ebay-kleinanzeigen.de/s-stuttgart/anzeige:angebote/seite:3/Opel-Corsa/k0l9280,70329
335,112.270 km,Sportwagen,Audi-TT,818,4.500 €,- Sonderausstattung:- Gepäck-/Laderau​mboden höhenverstellbar-...,https://www.ebay-kleinanzeigen.de/s-stuttgart/anzeige:angebote/seite:4/Opel-Corsa/k0l9280,70435
336,2010,Sportwagen,Audi-TT,819,7.500 €,- Sonderausstattung:- Metallic-/Miner​aleffekt-Lackierung- Raucher-Paket- Reserverad in...,https://www.ebay-kleinanzeigen.de/s-stuttgart/anzeige:angebote/seite:4/Opel-Corsa/k0l9280,70435
337,68.069 km,Sportwagen,Audi-TT,820,3.699 € ,"Top Zustand, erste Hand, mit Kette, EZ 20.12.2006, Das Auto befindet sich in 78579 Worndorf.",https://www.ebay-kleinanzeigen.de/s-stuttgart/anzeige:angebote/seite:4/Opel-Corsa/k0l9280,70499
338,2014,Sportwagen,Audi-TT,821,2.000 € ,Sehr sauber mit nagel neue TÜV bis 2021,https://www.ebay-kleinanzeigen.de/s-stuttgart/anzeige:angebote/seite:4/Opel-Corsa/k0l9280,70435
339,165.000 km,Sportwagen,Audi-TT,822,300 € ,"Kühler, Auspuff, Sind neuDen Motor läuft nicht so richtig Grund unbekannt",https://www.ebay-kleinanzeigen.de/s-stuttgart/anzeige:angebote/seite:4/Opel-Corsa/k0l9280,70376
340,2006,Sportwagen,Audi-TT,823,3.200 €,"Ich verkaufe meinen Opel Corsa, da ich ins Ausland gehe und es somit nicht mehr benötige.Das Auto...",https://www.ebay-kleinanzeigen.de/s-stuttgart/anzeige:angebote/seite:4/Opel-Corsa/k0l9280,70599
341,95.000 km,Sportwagen,Audi-TT,824,750 € ,"Angeboten wird ein Opel Corsa b als Benziner 1,4 Hubraum mit 44kw und 122 000 Km.FahrbereitTüV...",https://www.ebay-kleinanzeigen.de/s-stuttgart/anzeige:angebote/seite:4/Opel-Corsa/k0l9280,70188
342,2001,Sportwagen,Audi-TT,825,12.990 €,"Opel Corsa Color Edition 1,4 5-T als Jahreswagen4 Jahre Werksgarantie ab Erstzulassung (bis...",https://www.ebay-kleinanzeigen.de/s-stuttgart/anzeige:angebote/seite:4/Opel-Corsa/k0l9280,70435
343,155.000 km,Sportwagen,Audi-TT,826,175 € ,"Angeboten wird eine komplette Abgasanlage (Endschalldämpfer, Mittelschalldämpfer und original...",https://www.ebay-kleinanzeigen.de/s-stuttgart/anzeige:angebote/seite:4/Opel-Corsa/k0l9280,70469
344,1996,Sportwagen,Audi-TT,827,15 €,"4 Felgen Reifen 185/70 R14 Opel Corsa D 2010 Stahlfelgen4 Stahlfelgen mit Winterreifen,...",https://www.ebay-kleinanzeigen.de/s-stuttgart/anzeige:angebote/seite:4/Opel-Corsa/k0l9280,70378
345,174.000 km,Sportwagen,Audi-TT,828,34 € ,Verkaufe EINEN RECHTEN Angel Eyes Scheinwerfer für einen Opel Corsa CPasst an alle Corsa C auch...,https://www.ebay-kleinanzeigen.de/s-stuttgart/anzeige:angebote/seite:4/Opel-Corsa/k0l9280,70499
346,2008,Sportwagen,Audi-TT,829,4.000 €,"Ich verkaufe hier einen Opel Corsa, Baujahr 2012.Die Fahrerseite wurde im Jahr 2013 im Opel...",https://www.ebay-kleinanzeigen.de/s-stuttgart/anzeige:angebote/seite:4/Opel-Corsa/k0l9280,70191
347,1996,Sportwagen,Audi-TT,831,7.999 €,"Opel Anschlussgarantie bis 30.03.2021- Klimaanlage- Radio R 3.0- ABS, ESP- 6 x Airbag-...",https://www.ebay-kleinanzeigen.de/s-stuttgart/anzeige:angebote/seite:4/Opel-Corsa/k0l9280,70435
348,13.950 km,Sportwagen,Audi-TT,832,11.450 €,"Weitere Ausstattung:Airbag Beifahrerseite abschaltbar, Airbag Fahrer-/Beifahr​erseite,...",https://www.ebay-kleinanzeigen.de/s-stuttgart/anzeige:angebote/seite:4/Opel-Corsa/k0l9280,70435
349,2018,Sportwagen,Audi-TT,833,8.999 €,"Opel Corsa ON 1,4 als Jahreswagen4 Jahre Werksgarantie ab Erstzulassung (bis 60.000 KM)...",https://www.ebay-kleinanzeigen.de/s-stuttgart/anzeige:angebote/seite:4/Opel-Corsa/k0l9280,70435
350,56.312 km,Sportwagen,Audi-TT,834,5 €,- Sonderausstattung:- Funktions-Paket- Komfort-Paket (1)- Kopfstützen hinten (3-fach)-...,https://www.ebay-kleinanzeigen.de/s-stuttgart/anzeige:angebote/seite:4/Opel-Corsa/k0l9280,70435
351,2012,Sportwagen,Audi-TT,835,1.700 €,"Schwarz. Ersatzteil-Nr.: GM 09114442Gebraucht, aber nicht als Aschenbecher genutzt,...",https://www.ebay-kleinanzeigen.de/s-stuttgart/anzeige:angebote/seite:4/Opel-Corsa/k0l9280,70469
352,108.700 km,Sportwagen,Mercedes-Benz-SLK,856,4.500 € ,"Hallo liebe Auto-Liebhaber,hiermit verkaufe ich meinen Opel Astra GTC aus zweiter Hand in...",https://www.ebay-kleinanzeigen.de/s-jena/anzeige:angebote/seite:1/Opel-Corsa/k0l3770,7745
353,2010,Sportwagen,Mercedes-Benz-SLK,857,700 €,Für Fahranfänger und Rentner sehr gut geeignetZylinderzahl/Mo​torbauart: 4 Zylinder-...,https://www.ebay-kleinanzeigen.de/s-jena/anzeige:angebote/seite:1/Opel-Corsa/k0l3770,7751
354,142.500 km,Sportwagen,Mercedes-Benz-SLK,858,990 € ,"Zu verkaufen steht eine schöne Opel CorsaAutomatikgetriebe 1,2 BenzinerMit Klimaanlage...",https://www.ebay-kleinanzeigen.de/s-jena/anzeige:angebote/seite:1/Opel-Corsa/k0l3770,7747
355,2001,Sportwagen,Mercedes-Benz-SLK,859,2.899 €,"AusstattungElektr. Seitenspiegel, Zentralverriegelung,​ Servolenkung, CD-Spieler, Winterreifen,...",https://www.ebay-kleinanzeigen.de/s-jena/anzeige:angebote/seite:1/Opel-Corsa/k0l3770,7745
356,120.000 km,Sportwagen,Mercedes-Benz-SLK,860,3.299 €,Verkauft wird hier ein ein schöner Opel Corsa Sondermodelle Catch me.Dieser hat eine sehr schöne...,https://www.ebay-kleinanzeigen.de/s-jena/anzeige:angebote/seite:1/Opel-Corsa/k0l3770,7745
357,2001,Sportwagen,Mercedes-Benz-SLK,861,7.999 € ,NICHTRAUCHERFAHRZEUG​ - sehr gepflegt!Weitere Ausstattung:- kraftstoffsparendes 6-Ganggetriebe-...,https://www.ebay-kleinanzeigen.de/s-jena/anzeige:angebote/seite:1/Opel-Corsa/k0l3770,7749
358,105.000 km,Sportwagen,Mercedes-Benz-SLK,862,990 € ,"Verkaufe hier einen Opel Corsa B Eco von Baujahr 2000 mit nicht einmal 64.000 km.Rentnerauto, sehr...",https://www.ebay-kleinanzeigen.de/s-jena/anzeige:angebote/seite:1/Opel-Corsa/k0l3770,7747
359,2008,Sportwagen,Mercedes-Benz-SLK,863,7.999 €,NICHTRAUCHERFAHRZEUG​ - sehr gepflegt!Weitere Ausstattung:- kraftstoffsparendes 6-Ganggetriebe-...,https://www.ebay-kleinanzeigen.de/s-jena/anzeige:angebote/seite:1/Opel-Corsa/k0l3770,7749
360,99.980 km,Sportwagen,Mercedes-Benz-SLK,864,950 €,KleinwagenGebrauchtfahrzeugUnfallfreiHubraum: --Anzahl der Türen: 4/5 TürenAnzahl...,https://www.ebay-kleinanzeigen.de/s-jena/anzeige:angebote/seite:1/Opel-Corsa/k0l3770,7745
361,2007,Sportwagen,Mercedes-Benz-SLK,865, ,Verkaufe Beifahrertür für Opel Corsa b in schwarz (Originallack) ohne Rost und ohne Beschädigungen,https://www.ebay-kleinanzeigen.de/s-jena/anzeige:angebote/seite:1/Opel-Corsa/k0l3770,7747
362,56.000 km,Sportwagen,Mercedes-Benz-SLK,866,1 € ,Teile und Preise auf Anfrage alles noch vorhanden bis auf die Motorhaube,https://www.ebay-kleinanzeigen.de/s-jena/anzeige:angebote/seite:1/Opel-Corsa/k0l3770,7745
363,2015,Sportwagen,Mercedes-Benz-SLK,867,1 € ,Schlachte Opel Corsa c 1.0 Teile auf Anfrage Motor Getriebe noch da .,https://www.ebay-kleinanzeigen.de/s-jena/anzeige:angebote/seite:1/Opel-Corsa/k0l3770,7745
364,2000,Sportwagen,Mercedes-Benz-SLK,869,9.480 €,"Innenausstattung:Stoff, Schwarz, Becherhalter, Laderaumabdeckung, Servolenkung, Klimaanlage, 5...",https://www.ebay-kleinanzeigen.de/s-jena/anzeige:angebote/seite:1/Opel-Corsa/k0l3770,7747
365,56.000 km,Sportwagen,Mercedes-Benz-SLK,870,55 € ,"Innenausstattung:Stoff, Grau, Becherhalter, Laderaumabdeckung, Multifunktions-Leder​lenkrad,...",https://www.ebay-kleinanzeigen.de/s-jena/anzeige:angebote/seite:1/Opel-Corsa/k0l3770,7743
366,2015,Sportwagen,Mercedes-Benz-SLK,871,10.450 €,Biete ihnen hier einen Satz Bremsen für einen Opel Corsa 1.6 an. Die Bremstrommeln haben einen...,https://www.ebay-kleinanzeigen.de/s-jena/anzeige:angebote/seite:1/Opel-Corsa/k0l3770,7747
367,126.000 km,Sportwagen,Mercedes-Benz-SLK,872,130 € ,"Innenausstattung:Teilleder, Schwarz, Becherhalter, Laderaumabdeckung, Multifunktions-Leder​lenkrad,...",https://www.ebay-kleinanzeigen.de/s-jena/anzeige:angebote/seite:1/Opel-Corsa/k0l3770,7743
368,2002,Sportwagen,Mercedes-Benz-SLK,873,5.550 €,Der Motor läuft super und kraftvoll und durch die 4 Türen ist er recht praktisch.Schiebedach fetzt...,https://www.ebay-kleinanzeigen.de/s-jena/anzeige:angebote/seite:1/Opel-Corsa/k0l3770,7747
369,108.700 km,Sportwagen,Mercedes-Benz-SLK,875,4.500 € ,"Hallo liebe Auto-Liebhaber,hiermit verkaufe ich meinen Opel Astra GTC aus zweiter Hand in...",https://www.ebay-kleinanzeigen.de/s-jena/anzeige:angebote/seite:2/Opel-Corsa/k0l3770,7745
370,2010,Sportwagen,Mercedes-Benz-SLK,876,700 €,Für Fahranfänger und Rentner sehr gut geeignetZylinderzahl/Mo​torbauart: 4 Zylinder-...,https://www.ebay-kleinanzeigen.de/s-jena/anzeige:angebote/seite:2/Opel-Corsa/k0l3770,7751
371,142.500 km,Sportwagen,Mercedes-Benz-SLK,877,990 € ,"Zu verkaufen steht eine schöne Opel CorsaAutomatikgetriebe 1,2 BenzinerMit Klimaanlage...",https://www.ebay-kleinanzeigen.de/s-jena/anzeige:angebote/seite:2/Opel-Corsa/k0l3770,7747
372,2001,Sportwagen,Mercedes-Benz-SLK,878,2.899 €,"AusstattungElektr. Seitenspiegel, Zentralverriegelung,​ Servolenkung, CD-Spieler, Winterreifen,...",https://www.ebay-kleinanzeigen.de/s-jena/anzeige:angebote/seite:2/Opel-Corsa/k0l3770,7745
373,120.000 km,Sportwagen,Mercedes-Benz-SLK,879,3.299 €,Verkauft wird hier ein ein schöner Opel Corsa Sondermodelle Catch me.Dieser hat eine sehr schöne...,https://www.ebay-kleinanzeigen.de/s-jena/anzeige:angebote/seite:2/Opel-Corsa/k0l3770,7745
374,2001,Sportwagen,Mercedes-Benz-SLK,880,7.999 € ,NICHTRAUCHERFAHRZEUG​ - sehr gepflegt!Weitere Ausstattung:- kraftstoffsparendes 6-Ganggetriebe-...,https://www.ebay-kleinanzeigen.de/s-jena/anzeige:angebote/seite:2/Opel-Corsa/k0l3770,7749
375,105.000 km,Sportwagen,Porsche-Boxter,881,990 € ,"Verkaufe hier einen Opel Corsa B Eco von Baujahr 2000 mit nicht einmal 64.000 km.Rentnerauto, sehr...",https://www.ebay-kleinanzeigen.de/s-jena/anzeige:angebote/seite:2/Opel-Corsa/k0l3770,7747
376,2008,Sportwagen,Porsche-Boxter,882,7.999 €,NICHTRAUCHERFAHRZEUG​ - sehr gepflegt!Weitere Ausstattung:- kraftstoffsparendes 6-Ganggetriebe-...,https://www.ebay-kleinanzeigen.de/s-jena/anzeige:angebote/seite:2/Opel-Corsa/k0l3770,7749
377,99.980 km,Sportwagen,Porsche-Boxter,883,950 €,KleinwagenGebrauchtfahrzeugUnfallfreiHubraum: --Anzahl der Türen: 4/5 TürenAnzahl...,https://www.ebay-kleinanzeigen.de/s-jena/anzeige:angebote/seite:2/Opel-Corsa/k0l3770,7745
378,2007,Sportwagen,Porsche-Boxter,884, ,Verkaufe Beifahrertür für Opel Corsa b in schwarz (Originallack) ohne Rost und ohne Beschädigungen,https://www.ebay-kleinanzeigen.de/s-jena/anzeige:angebote/seite:2/Opel-Corsa/k0l3770,7747
379,56.000 km,Sportwagen,Porsche-Boxter,885,1 € ,Teile und Preise auf Anfrage alles noch vorhanden bis auf die Motorhaube,https://www.ebay-kleinanzeigen.de/s-jena/anzeige:angebote/seite:2/Opel-Corsa/k0l3770,7745
380,2015,Sportwagen,Porsche-Boxter,886,1 € ,Schlachte Opel Corsa c 1.0 Teile auf Anfrage Motor Getriebe noch da .,https://www.ebay-kleinanzeigen.de/s-jena/anzeige:angebote/seite:2/Opel-Corsa/k0l3770,7745
381,2000,Sportwagen,Porsche-Boxter,888,9.480 €,"Innenausstattung:Stoff, Schwarz, Becherhalter, Laderaumabdeckung, Servolenkung, Klimaanlage, 5...",https://www.ebay-kleinanzeigen.de/s-jena/anzeige:angebote/seite:2/Opel-Corsa/k0l3770,7747
382,56.000 km,Sportwagen,Porsche-Boxter,889,55 € ,"Innenausstattung:Stoff, Grau, Becherhalter, Laderaumabdeckung, Multifunktions-Leder​lenkrad,...",https://www.ebay-kleinanzeigen.de/s-jena/anzeige:angebote/seite:2/Opel-Corsa/k0l3770,7743
383,2015,Sportwagen,Porsche-Boxter,890,10.450 €,Biete ihnen hier einen Satz Bremsen für einen Opel Corsa 1.6 an. Die Bremstrommeln haben einen...,https://www.ebay-kleinanzeigen.de/s-jena/anzeige:angebote/seite:2/Opel-Corsa/k0l3770,7747
384,126.000 km,Sportwagen,Porsche-Boxter,891,130 € ,"Innenausstattung:Teilleder, Schwarz, Becherhalter, Laderaumabdeckung, Multifunktions-Leder​lenkrad,...",https://www.ebay-kleinanzeigen.de/s-jena/anzeige:angebote/seite:2/Opel-Corsa/k0l3770,7743
385,2002,Sportwagen,Porsche-Boxter,892,5.550 €,Der Motor läuft super und kraftvoll und durch die 4 Türen ist er recht praktisch.Schiebedach fetzt...,https://www.ebay-kleinanzeigen.de/s-jena/anzeige:angebote/seite:2/Opel-Corsa/k0l3770,7747
386,108.700 km,Sportwagen,Porsche-Boxter,894,4.500 € ,"Hallo liebe Auto-Liebhaber,hiermit verkaufe ich meinen Opel Astra GTC aus zweiter Hand in...",https://www.ebay-kleinanzeigen.de/s-jena/anzeige:angebote/seite:3/Opel-Corsa/k0l3770,7745
387,2010,Sportwagen,Porsche-Boxter,895,700 €,Für Fahranfänger und Rentner sehr gut geeignetZylinderzahl/Mo​torbauart: 4 Zylinder-...,https://www.ebay-kleinanzeigen.de/s-jena/anzeige:angebote/seite:3/Opel-Corsa/k0l3770,7751
388,142.500 km,Sportwagen,Porsche-Boxter,896,990 € ,"Zu verkaufen steht eine schöne Opel CorsaAutomatikgetriebe 1,2 BenzinerMit Klimaanlage...",https://www.ebay-kleinanzeigen.de/s-jena/anzeige:angebote/seite:3/Opel-Corsa/k0l3770,7747
389,2001,Sportwagen,Porsche-Boxter,897,2.899 €,"AusstattungElektr. Seitenspiegel, Zentralverriegelung,​ Servolenkung, CD-Spieler, Winterreifen,...",https://www.ebay-kleinanzeigen.de/s-jena/anzeige:angebote/seite:3/Opel-Corsa/k0l3770,7745
390,120.000 km,Sportwagen,Porsche-Boxter,898,3.299 €,Verkauft wird hier ein ein schöner Opel Corsa Sondermodelle Catch me.Dieser hat eine sehr schöne...,https://www.ebay-kleinanzeigen.de/s-jena/anzeige:angebote/seite:3/Opel-Corsa/k0l3770,7745
391,2001,Sportwagen,Porsche-Boxter,899,7.999 € ,NICHTRAUCHERFAHRZEUG​ - sehr gepflegt!Weitere Ausstattung:- kraftstoffsparendes 6-Ganggetriebe-...,https://www.ebay-kleinanzeigen.de/s-jena/anzeige:angebote/seite:3/Opel-Corsa/k0l3770,7749
392,105.000 km,Sportwagen,Porsche-Boxter,900,990 € ,"Verkaufe hier einen Opel Corsa B Eco von Baujahr 2000 mit nicht einmal 64.000 km.Rentnerauto, sehr...",https://www.ebay-kleinanzeigen.de/s-jena/anzeige:angebote/seite:3/Opel-Corsa/k0l3770,7747
393,2008,Sportwagen,Porsche-Boxter,901,7.999 €,NICHTRAUCHERFAHRZEUG​ - sehr gepflegt!Weitere Ausstattung:- kraftstoffsparendes 6-Ganggetriebe-...,https://www.ebay-kleinanzeigen.de/s-jena/anzeige:angebote/seite:3/Opel-Corsa/k0l3770,7749
394,99.980 km,Sportwagen,Porsche-Boxter,902,950 €,KleinwagenGebrauchtfahrzeugUnfallfreiHubraum: --Anzahl der Türen: 4/5 TürenAnzahl...,https://www.ebay-kleinanzeigen.de/s-jena/anzeige:angebote/seite:3/Opel-Corsa/k0l3770,7745
395,2007,Sportwagen,Porsche-Boxter,903, ,Verkaufe Beifahrertür für Opel Corsa b in schwarz (Originallack) ohne Rost und ohne Beschädigungen,https://www.ebay-kleinanzeigen.de/s-jena/anzeige:angebote/seite:3/Opel-Corsa/k0l3770,7747
396,56.000 km,Sportwagen,Porsche-Boxter,904,1 € ,Teile und Preise auf Anfrage alles noch vorhanden bis auf die Motorhaube,https://www.ebay-kleinanzeigen.de/s-jena/anzeige:angebote/seite:3/Opel-Corsa/k0l3770,7745
397,2015,Sportwagen,Porsche-Boxter,905,1 € ,Schlachte Opel Corsa c 1.0 Teile auf Anfrage Motor Getriebe noch da .,https://www.ebay-kleinanzeigen.de/s-jena/anzeige:angebote/seite:3/Opel-Corsa/k0l3770,7745
398,2000,Sportwagen,Porsche-Boxter,907,9.480 €,"Innenausstattung:Stoff, Schwarz, Becherhalter, Laderaumabdeckung, Servolenkung, Klimaanlage, 5...",https://www.ebay-kleinanzeigen.de/s-jena/anzeige:angebote/seite:3/Opel-Corsa/k0l3770,7747
399,56.000 km,Sportwagen,Porsche-Boxter,908,55 € ,"Innenausstattung:Stoff, Grau, Becherhalter, Laderaumabdeckung, Multifunktions-Leder​lenkrad,...",https://www.ebay-kleinanzeigen.de/s-jena/anzeige:angebote/seite:3/Opel-Corsa/k0l3770,7743
400,2015,Sportwagen,Porsche-Boxter,909,10.450 €,Biete ihnen hier einen Satz Bremsen für einen Opel Corsa 1.6 an. Die Bremstrommeln haben einen...,https://www.ebay-kleinanzeigen.de/s-jena/anzeige:angebote/seite:3/Opel-Corsa/k0l3770,7747
401,126.000 km,Sportwagen,Porsche-Boxter,910,130 € ,"Innenausstattung:Teilleder, Schwarz, Becherhalter, Laderaumabdeckung, Multifunktions-Leder​lenkrad,...",https://www.ebay-kleinanzeigen.de/s-jena/anzeige:angebote/seite:3/Opel-Corsa/k0l3770,7743
402,2002,Sportwagen,Porsche-Boxter,911,5.550 €,Der Motor läuft super und kraftvoll und durch die 4 Türen ist er recht praktisch.Schiebedach fetzt...,https://www.ebay-kleinanzeigen.de/s-jena/anzeige:angebote/seite:3/Opel-Corsa/k0l3770,7747
403,108.700 km,Sportwagen,Porsche-Boxter,913,4.500 € ,"Hallo liebe Auto-Liebhaber,hiermit verkaufe ich meinen Opel Astra GTC aus zweiter Hand in...",https://www.ebay-kleinanzeigen.de/s-jena/anzeige:angebote/seite:4/Opel-Corsa/k0l3770,7745
404,2010,Sportwagen,Porsche-Boxter,914,700 €,Für Fahranfänger und Rentner sehr gut geeignetZylinderzahl/Mo​torbauart: 4 Zylinder-...,https://www.ebay-kleinanzeigen.de/s-jena/anzeige:angebote/seite:4/Opel-Corsa/k0l3770,7751
405,142.500 km,Sportwagen,Porsche-Boxter,915,990 € ,"Zu verkaufen steht eine schöne Opel CorsaAutomatikgetriebe 1,2 BenzinerMit Klimaanlage...",https://www.ebay-kleinanzeigen.de/s-jena/anzeige:angebote/seite:4/Opel-Corsa/k0l3770,7747
406,2001,Sportwagen,Porsche-Boxter,916,2.899 €,"AusstattungElektr. Seitenspiegel, Zentralverriegelung,​ Servolenkung, CD-Spieler, Winterreifen,...",https://www.ebay-kleinanzeigen.de/s-jena/anzeige:angebote/seite:4/Opel-Corsa/k0l3770,7745
407,120.000 km,Sportwagen,Porsche-Boxter,917,3.299 €,Verkauft wird hier ein ein schöner Opel Corsa Sondermodelle Catch me.Dieser hat eine sehr schöne...,https://www.ebay-kleinanzeigen.de/s-jena/anzeige:angebote/seite:4/Opel-Corsa/k0l3770,7745
408,2001,Sportwagen,Porsche-Boxter,918,7.999 € ,NICHTRAUCHERFAHRZEUG​ - sehr gepflegt!Weitere Ausstattung:- kraftstoffsparendes 6-Ganggetriebe-...,https://www.ebay-kleinanzeigen.de/s-jena/anzeige:angebote/seite:4/Opel-Corsa/k0l3770,7749
409,105.000 km,Sportwagen,Porsche-Boxter,919,990 € ,"Verkaufe hier einen Opel Corsa B Eco von Baujahr 2000 mit nicht einmal 64.000 km.Rentnerauto, sehr...",https://www.ebay-kleinanzeigen.de/s-jena/anzeige:angebote/seite:4/Opel-Corsa/k0l3770,7747
410,2008,Sportwagen,Porsche-Boxter,920,7.999 €,NICHTRAUCHERFAHRZEUG​ - sehr gepflegt!Weitere Ausstattung:- kraftstoffsparendes 6-Ganggetriebe-...,https://www.ebay-kleinanzeigen.de/s-jena/anzeige:angebote/seite:4/Opel-Corsa/k0l3770,7749
411,99.980 km,kompaktklasse,Opel-Astra,921,950 €,KleinwagenGebrauchtfahrzeugUnfallfreiHubraum: --Anzahl der Türen: 4/5 TürenAnzahl...,https://www.ebay-kleinanzeigen.de/s-jena/anzeige:angebote/seite:4/Opel-Corsa/k0l3770,7745
412,2007,kompaktklasse,Opel-Astra,922, ,Verkaufe Beifahrertür für Opel Corsa b in schwarz (Originallack) ohne Rost und ohne Beschädigungen,https://www.ebay-kleinanzeigen.de/s-jena/anzeige:angebote/seite:4/Opel-Corsa/k0l3770,7747
413,56.000 km,kompaktklasse,Opel-Astra,923,1 € ,Teile und Preise auf Anfrage alles noch vorhanden bis auf die Motorhaube,https://www.ebay-kleinanzeigen.de/s-jena/anzeige:angebote/seite:4/Opel-Corsa/k0l3770,7745
414,2015,kompaktklasse,Opel-Astra,924,1 € ,Schlachte Opel Corsa c 1.0 Teile auf Anfrage Motor Getriebe noch da .,https://www.ebay-kleinanzeigen.de/s-jena/anzeige:angebote/seite:4/Opel-Corsa/k0l3770,7745
